S1_id,phase,S1_lon,S1_alt,S2_id,S2_lat,S2_lon,S2_alt,link direction,gap of angle (rad),time,distance
SAT-0-0,0.006263000000000001,0.0037691674995763273,550,SAT-71-5,-3.0797915819060293,352.67633589263977,550,left,9.452474880872284e-05,0,959.1880178189864
SAT-0-0,0.006263000000000001,0.0037691674995763273,550,SAT-1-0,3.08978703781531,7.331224336152968,550,right,9.452492381376635e-05,0,959.1862323393369
SAT-0-0,1.8851630000000021,1.1347805863309848,550,SAT-71-5,-1.5799653233770412,353.80902309583723,550,left,9.449771779752468e-05,30000,959.3247709819233
SAT-0-0,1.8851630000000021,1.1347805863309848,550,SAT-1-0,4.588398608052864,8.467132451881419,550,right,9.460344490155978e-05,30000,958.787656080071
SAT-0-0,3.789115000000043,2.2824683738324336,550,SAT-71-5,-0.05951540118361918,354.9551519076848,550,left,9.452270040345115e-05,60400,959.197544299032
SAT-0-0,3.789115000000043,2.2824683738324336,550,SAT-1-0,6.105149479436299,9.623065867428897,550,right,9.473527583457589e-05,60400,958.1198822263704
SAT-0-0,5.66801499999999,3.418206469362868,550,SAT-71-5,1.4409545620092685,356.08613118134633,550,left,9.459901462942208e-05,90400,958.8101284835226
SAT-0-0,5.66801499999999,3.418206469362868,550,SAT-1-0,7.599514483768619,10.770213816155932,550,right,9.491680482066695e-05,90400,957.202812488514
SAT-0-0,7.5657039999999816,4.570086959270143,550,SAT-71-5,2.9558568429362224,357.2299389758387,550,left,9.472810223172636e-05,120700,958.1561766447572
SAT-0-0,7.5657039999999816,4.570086959270143,550,SAT-1-0,9.105743725762965,11.936963955951132,550,right,9.515180676244954e-05,120700,956.019625702705
SAT-0-0,9.450867000000137,5.720738518565377,550,SAT-71-5,4.459593662150709,358.3692891887509,550,left,9.490795226845845e-05,150800,957.2474767156968
SAT-0-0,9.450867000000137,5.720738518565377,550,SAT-1-0,10.598325336680858,13.105774561785639,550,right,9.54363921355007e-05,150800,954.5927515752329
SAT-0-0,11.329767000000343,6.875513354050301,550,SAT-71-5,5.9565806369747145,359.5095010608774,550,left,9.513819050023897e-05,180800,956.088063504282
SAT-0-0,11.329767000000343,6.875513354050301,550,SAT-1-0,12.081618058035291,14.282078620982023,550,right,9.57704087365389e-05,180800,952.9262454035209
SAT-0-0,13.208667000000569,8.039868568356983,550,SAT-71-5,7.451212877113722,0.6559426293214389,550,left,9.541907117425699e-05,210800,954.6794169926744
SAT-0-0,13.208667000000569,8.039868568356983,550,SAT-1-0,13.559913165486613,15.471471601088187,550,right,9.615430092509551e-05,210800,951.0216832657329
SAT-0-0,15.106356000000735,9.22730610625154,550,SAT-71-5,8.957774836921779,1.8218150786040401,550,left,9.575382648006622e-05,241100,953.0087605645148
SAT-0-0,15.106356000000735,9.22730610625154,550,SAT-1-0,15.047205220020402,16.687857287149363,550,right,9.659215214433913e-05,241100,948.863346855352
SAT-0-0,16.991519000000864,10.42003999774461,550,SAT-71-5,10.450751197615773,2.9895869140709164,550,left,9.613677440696187e-05,271200,951.1083806510652
SAT-0-0,16.991519000000864,10.42003999774461,550,SAT-1-0,16.51818169615674,17.91310191945003,550,right,9.707638661899721e-05,271200,946.493458766728
SAT-0-0,18.92052300000106,11.65594006464555,550,SAT-71-5,11.974005387336629,4.196191116923063,550,left,9.65801046094242e-05,302000,948.9225417195685
SAT-0-0,18.92052300000106,11.65594006464555,550,SAT-1-0,18.015854294325834,19.186272126661947,550,right,9.762197999510631e-05,302000,943.8444946070183
SAT-0-0,20.830738000001276,12.897116396405663,550,SAT-71-5,13.477285696918994,5.4044999973232475,550,left,9.706980578090324e-05,332500,946.5255574507477
SAT-0-0,20.830738000001276,12.897116396405663,550,SAT-1-0,19.490602279387947,20.468490625888343,550,right,9.821132199896844e-05,332500,941.0079870246598
SAT-0-0,22.73469000000149,14.153358898956075,550,SAT-71-5,14.969818674635466,6.6240343979345315,550,left,9.760736046430463e-05,362900,943.915177076951
SAT-0-0,22.73469000000149,14.153358898956075,550,SAT-1-0,20.9513704450726,21.76989304593294,550,right,9.884631790614342e-05,362900,937.9802301622368
SAT-0-0,24.63237900000171,15.426519483556056,550,SAT-71-5,16.450907133968602,7.856543468293996,550,left,9.819143888502688e-05,393200,941.1032693608247
SAT-0-0,24.63237900000171,15.426519483556056,550,SAT-1-0,22.397319256648377,23.09245876064064,550,right,9.952535652351804e-05,393200,934.7746327810919
SAT-0-0,26.53006800000196,16.722808168713946,550,SAT-71-5,17.924684302847805,9.107968306161668,550,left,9.882274401935937e-05,423500,938.0921105236682
SAT-0-0,26.53006800000196,16.722808168713946,550,SAT-1-0,23.832288053635843,24.442720680796008,550,right,0.00010024913652279378,423500,931.3937578275771
SAT-0-0,28.408968000002208,18.031204174387277,550,SAT-71-5,19.375855195657394,10.367629654349132,550,left,9.949321772981991e-05,453500,934.9256058536414
SAT-0-0,28.408968000002208,18.031204174387277,550,SAT-1-0,25.24120745737435,25.809245863648833,550,right,0.00010100837495571072,453500,927.8864348295203
SAT-0-0,30.300394000002274,19.375644238302378,550,SAT-71-5,20.827787475642726,11.658495298459654,550,left,0.0001002125237242445,483700,931.563900119413
SAT-0-0,30.300394000002274,19.375644238302378,550,SAT-1-0,26.646523303285058,27.217117535520252,550,right,0.00010181383566462944,483700,924.2085752904114
SAT-0-0,32.191820000002224,20.749852477379093,550,SAT-71-5,22.26986728748625,12.97440873910593,550,left,0.00010097488081775136,513900,928.0403303084938
SAT-0-0,32.191820000002224,20.749852477379093,550,SAT-1-0,28.037627999208,28.659899051303885,550,right,0.00010265870991911333,513900,920.3973963981932
SAT-0-0,34.08324600000139,22.156291150280087,550,SAT-71-5,23.701128081169067,14.317630656954478,550,left,0.00010177861585964383,544100,924.3684896555014
SAT-0-0,34.08324600000139,22.156291150280087,550,SAT-1-0,29.413266458870975,30.14027011760846,550,right,0.0001035408695218219,544100,916.4679479121174
SAT-0-0,35.962146000000565,23.587862766329398,550,SAT-71-5,25.11118386547353,15.681323008181156,550,left,0.00010261613659985779,574100,920.5883141187833
SAT-0-0,35.962146000000565,23.587862766329398,550,SAT-1-0,30.763154756881494,31.650808740354,550,right,0.00010445175228924348,574100,912.4629410726914
SAT-0-0,37.841045999999736,25.05639462094012,550,SAT-71-5,26.50847763890477,17.07669792634322,550,left,0.00010349056421320227,604100,916.690681379982
SAT-0-0,37.841045999999736,25.05639462094012,550,SAT-1-0,32.0950446509613,33.204029950058946,550,right,0.00010539448266853618,604100,908.372723493182
SAT-0-0,39.73247199999891,26.57480864682323,550,SAT-71-5,27.901038935405325,18.515917616021618,550,left,0.00010440574174758814,634300,912.6639838428888
SAT-0-0,39.73247199999891,26.57480864682323,550,SAT-1-0,33.416104343285625,34.813690578129,550,right,0.00010637276141807138,634300,904.1859292887134
SAT-0-0,41.62389799999807,28.136331106833797,550,SAT-71-5,29.278261637187494,19.99245762810637,550,left,0.0001053533310283693,664500,908.5501174762397
SAT-0-0,41.62389799999807,28.136331106833797,550,SAT-1-0,34.71573848758373,36.47267409662815,550,right,0.00010737717826632553,664500,899.9469600985476
SAT-0-0,43.51532399999724,29.743954600347394,550,SAT-71-5,30.638811356214074,21.509095551060813,550,left,0.00010633041698582481,694700,904.365942682505
SAT-0-0,43.51532399999724,29.743954600347394,550,SAT-1-0,35.99217283338341,38.184154991360934,550,right,0.00010840420362274363,694700,895.6736783837658
SAT-0-0,45.39422399999641,31.389626176392333,550,SAT-71-5,31.972430892649864,23.058239871290283,550,left,0.00010732706667512135,724700,900.1570354468138
SAT-0-0,45.39422399999641,31.389626176392333,550,SAT-1-0,37.23530489021735,39.93947865076122,550,right,0.00010944300245869245,724700,891.4127643309934
SAT-0-0,47.285649999995584,33.098441684899626,550,SAT-71-5,33.29537778825313,24.66351737573509,550,left,0.0001083530638805036,754900,895.8850212650657
SAT-0-0,47.285649999995584,33.098441684899626,550,SAT-1-0,38.4596831065232,41.7653109574836,550,right,0.00011050327908382712,754900,887.1258959126816
SAT-0-0,49.164549999994755,34.850958226156564,550,SAT-71-5,34.588509636921835,26.306705624376995,550,left,0.00010939103911584005,784900,891.6244661302061
SAT-0-0,49.164549999994755,34.850958226156564,550,SAT-1-0,39.6469414907298,43.64070967377203,550,right,0.00011156656323407872,784900,882.8884346632243
SAT-0-0,51.06223899999392,36.67994023839788,550,SAT-71-5,35.87150963548022,28.018603409105573,550,left,0.00011045422693134264,815200,887.3228647015885
SAT-0-0,51.06223899999392,36.67994023839788,550,SAT-1-0,40.814392548768915,45.60049718353639,550,right,0.0001126458019266707,815200,878.6489033620921
SAT-0-0,52.9411389999931,38.552420654960585,550,SAT-71-5,37.11710398791366,29.76850839780575,550,left,0.00011151714549454223,845200,883.0840199970172
SAT-0-0,52.9411389999931,38.552420654960585,550,SAT-1-0,41.93646606034447,47.608999598659096,550,right,0.00011371457081288427,845200,874.510160224035
SAT-0-0,54.832564999992265,40.5025425609599,550,SAT-71-5,38.34416061615101,31.588573289693063,550,left,0.00011259268693129533,875400,878.8561244819847
SAT-0-0,54.832564999992265,40.5025425609599,550,SAT-1-0,43.02940837966949,49.702360189784436,550,right,0.0001147852890201918,875400,870.4219828231016
SAT-0-0,56.71772799999144,42.514407007589504,550,SAT-71-5,39.53820834895604,33.46427010097579,550,left,0.00011366512583309395,905500,874.700339434424
SAT-0-0,56.71772799999144,42.514407007589504,550,SAT-1-0,44.07941395749216,51.86291367753201,550,right,0.00011584167606399498,905500,866.4442609531302
SAT-0-0,58.59662799999041,44.590321670120616,550,SAT-71-5,40.69725554620202,35.39819722855584,550,left,0.00011472914283988118,935500,870.6349399422343
SAT-0-0,58.59662799999041,44.590321670120616,550,SAT-1-0,45.083978702298765,54.09236984917601,550,right,0.00011687800427601303,935500,862.5946118387404
SAT-0-0,60.49431699998929,46.76148382652606,550,SAT-71-5,41.833980033999026,37.41996603039372,550,left,0.00011579321800721702,965800,866.6255322342113
SAT-0-0,60.49431699998929,46.76148382652606,550,SAT-1-0,46.052998371148504,56.42328275348661,550,right,0.00011790182378025942,965800,858.8414184969512
SAT-0-0,62.37321699998818,48.987372698827166,550,SAT-71-5,42.923281934033085,39.492546118645606,550,left,0.0001168304436037135,995800,862.770165056934
SAT-0-0,62.37321699998818,48.987372698827166,550,SAT-1-0,46.96411610141629,58.81101070308269,550,right,0.00011888667320314351,995800,855.276963979635
SAT-0-0,64.26464299998746,51.306784975379074,550,SAT-71-5,43.9807346025977,41.65293703695096,550,left,0.00011785211393301719,1026000,859.0225151656947
SAT-0-0,64.26464299998746,51.306784975379074,550,SAT-1-0,47.82946295938658,61.295817207879544,550,right,0.00011984278977050063,1026000,851.8586678267898
SAT-0-0,66.1498059999889,53.69861863420643,550,SAT-71-5,44.99273839344646,43.88254284140286,550,left,0.00011884176989133128,1056100,855.4385168152564
SAT-0-0,66.1498059999889,53.69861863420643,550,SAT-1-0,48.63682569376319,63.853496484735366,550,right,0.00012075416704604398,1056100,848.6382311704006
SAT-0-0,68.04123199999033,56.179669346901754,550,SAT-71-5,45.962959461232664,46.19828330132319,550,left,0.00011979965625786749,1086300,852.0119970307643
SAT-0-0,68.04123199999033,56.179669346901754,550,SAT-1-0,49.38814988348199,66.50018816115558,550,right,0.00012162053371832175,1086300,845.6105168126992
SAT-0-0,69.93265799999203,58.742240366446474,550,SAT-71-5,46.88476991045302,48.59446748189964,550,left,0.000120716047905442,1116500,848.7721972285998
SAT-0-0,69.93265799999203,58.742240366446474,550,SAT-1-0,50.07723478090539,69.22560741421364,550,right,0.00012243255344286454,1116500,842.8020002430768
SAT-0-0,71.81155799999385,61.36775154584707,550,SAT-71-5,47.7492830276591,51.05535665096371,550,left,0.00012157901623053544,1146500,845.7548670490341
SAT-0-0,71.81155799999385,61.36775154584707,550,SAT-1-0,50.69680577256886,72.00785750877702,550,right,0.0001231794249826145,1146500,840.2434288229322
SAT-0-0,73.69045799999567,64.07107240682971,550,SAT-71-5,48.559451275779345,53.5967057186104,550,left,0.00012238865627023883,1176500,842.9531109368554
SAT-0-0,73.69045799999567,64.07107240682971,550,SAT-1-0,51.248446347506565,74.86043760435454,550,right,0.00012386105852258138,1176500,837.9286270869704
SAT-0-0,75.58814699999753,66.87736733405603,550,SAT-71-5,49.3191378224543,56.24437731122714,550,left,0.0001231462209164555,1206800,840.3566766868662
SAT-0-0,75.58814699999753,66.87736733405603,550,SAT-1-0,51.73358484576768,77.8072323334458,550,right,0.00012447789342197934,1206800,835.850351387721
SAT-0-0,77.46704699999935,69.72680255313976,550,SAT-71-5,50.009911515909934,58.944149969191386,550,left,0.00012383099772100015,1236800,838.0303067104919
SAT-0-0,77.46704699999935,69.72680255313976,550,SAT-1-0,52.13982771249488,80.78292297724462,550,right,0.00012501280946463405,1236800,834.0606171959005
SAT-0-0,79.35847300000118,72.6608960441996,550,SAT-71-5,50.64023043769319,61.7376569273944,550,left,0.00012444932246524903,1267000,835.946267720422
SAT-0-0,79.35847300000118,72.6608960441996,550,SAT-1-0,52.47183040483109,83.82850849818955,550,right,0.0001254706876284888,1267000,832.5378415515537
SAT-0-0,81.24989900000304,75.6538986953652,550,SAT-71-5,51.20201379281231,64.60290751823273,550,left,0.00012499142604322424,1297200,834.1319500985796
SAT-0-0,81.24989900000304,75.6538986953652,550,SAT-1-0,52.72452788503995,86.91480847221595,550,right,0.0001258438476569383,1297200,831.3030511024226
SAT-0-0,83.14132500000488,78.69752516964542,550,SAT-71-5,51.692170608691654,67.53431993984121,550,left,0.0001254528354645454,1327400,832.5970462021602
SAT-0-0,83.14132500000488,78.69752516964542,550,SAT-1-0,52.896266803537685,90.03127896086599,550,right,0.00012612911658595955,1327400,830.36292129018
SAT-0-0,85.02022500000672,81.76175344783712,550,SAT-71-5,52.105353579804984,70.50498379400993,550,left,0.00012582747694938273,1357400,831.3571062653779
SAT-0-0,85.02022500000672,81.76175344783712,550,SAT-1-0,52.985576090779816,93.14579218075228,550,right,0.0001263230435572104,1357400,829.7258021066717
SAT-0-0,86.89912500000854,84.85628835762195,550,SAT-71-5,52.442568188014235,73.52603660020208,550,left,0.0001261155216215158,1387400,830.4076497790275
SAT-0-0,86.89912500000854,84.85628835762195,550,SAT-1-0,52.993262945799074,96.26730307092562,550,right,0.00012642614286721641,1387400,829.3879152599493
SAT-0-0,88.79055100001037,87.99085635809394,550,SAT-71-5,52.703171781824395,76.60877333019194,550,left,0.00012631554300597138,1417600,829.7504034434794
SAT-0-0,88.79055100001037,87.99085635809394,550,SAT-1-0,52.91850913255042,99.40476353091081,550,right,0.00012643729412134408,1417600,829.3518457260336
SAT-0-0,90.68197700001222,91.13310613194413,550,SAT-71-5,52.882958259369275,79.72275996695907,550,left,0.00012642359354484432,1447800,829.3962565770762
SAT-0-0,90.68197700001222,91.13310613194413,550,SAT-1-0,52.76149717881192,102.52548495361573,550,right,0.00012635540666029613,1447800,829.621050011522
SAT-0-0,92.5734030000141,94.27101885650627,550,SAT-71-5,52.98072678203513,82.85673422998651,550,left,0.00012643872275256676,1478000,829.3471410793524
SAT-0-0,92.5734030000141,94.27101885650627,550,SAT-1-0,52.52328104995243,105.61802692567917,550,right,0.00012618119417064682,1478000,830.1940590941375
SAT-0-0,94.45230300001609,97.37209881087206,550,SAT-71-5,52.99598719730592,85.9780915099873,550,left,0.00012636162208450882,1508000,829.6006264155479
SAT-0-0,94.45230300001609,97.37209881087206,550,SAT-1-0,52.2077894005613,108.65161236746563,550,right,0.00012591822792951186,1508000,831.0609855887128
SAT-0-0,96.33120300001806,100.44591259972252,550,SAT-71-5,52.92955509751981,89.09575390273335,550,left,0.00012619335770555322,1538000,830.1540176910452
SAT-0-0,96.33120300001806,100.44591259972252,550,SAT-1-0,51.81569801131542,111.63728921246883,550,right,0.00012556789549146612,1538000,832.2199795959164
SAT-0-0,98.22889200002008,103.51205860520847,550,SAT-71-5,52.779992136637766,92.22894717290197,550,left,0.00012593236169459963,1568300,831.0143280146305
SAT-0-0,98.22889200002008,103.51205860520847,550,SAT-1-0,51.34435857502636,114.59563501811778,550,right,0.00012512839389332688,1568300,833.6807190969749
SAT-0-0,100.12031800002208,106.51989154709196,550,SAT-71-5,52.54945946483088,95.3246514623773,550,left,0.00012558342040822304,1598500,832.1685211451215
SAT-0-0,100.12031800002208,106.51989154709196,550,SAT-1-0,50.80201352846543,117.47973183927533,550,right,0.0001246083685370189,1598500,835.418948062117
SAT-0-0,101.99921800002406,109.45163182596225,550,SAT-71-5,52.241432010422415,98.36235064507112,550,left,0.00012515196103627055,1628500,833.6021910522014
