index,source,destination,hops,fail count,delay
0,SAT-54-17,SAT-54-5,11,0,65.66406637929377
1,SAT-33-19,SAT-45-12,20,0,60.756324653347974
2,SAT-6-9,SAT-9-15,10,0,43.54763764013585
3,SAT-48-18,SAT-10-14,39,0,68.17481475060407
4,SAT-65-18,SAT-17-10,33,0,82.11420947911965
5,SAT-33-5,SAT-48-18,25,1,79.8320829746474
6,SAT-45-12,SAT-9-15,40,0,69.46183567366715
7,SAT-71-3,SAT-33-19,41,0,93.92751191652843
8,SAT-67-17,SAT-0-6,19,2,92.28247641314653
9,SAT-45-2,SAT-6-9,41,2,91.63150125793167
10,SAT-65-18,SAT-8-6,26,0,84.14380164056804
11,SAT-0-6,SAT-47-5,27,0,37.36596540671961
12,SAT-17-14,SAT-33-5,26,0,78.80937735339002
13,SAT-9-15,SAT-54-5,38,0,98.92758984958719
14,SAT-10-14,SAT-45-12,38,0,69.23518666303501
15,SAT-48-18,SAT-68-15,24,1,47.31433765089507
16,SAT-8-18,SAT-54-17,32,2,68.73168624788582
17,SAT-54-5,SAT-10-14,38,2,97.88844727139225
18,SAT-49-13,SAT-17-14,34,0,57.83211795429378
19,SAT-15-15,SAT-45-13,33,0,54.555489881519655
20,SAT-67-17,SAT-45-2,30,1,76.460375629331
21,SAT-70-21,SAT-13-8,25,2,79.89006598942717
22,SAT-23-11,SAT-40-7,22,0,49.830353632855115
23,SAT-8-21,SAT-19-10,23,2,87.47823759913585
24,SAT-17-10,SAT-71-3,26,1,70.80462970286017
25,SAT-48-9,SAT-29-6,29,3,89.50354916427283
26,SAT-15-6,SAT-0-19,25,2,83.10230928576607
27,SAT-37-19,SAT-9-15,35,2,84.20711897712539
28,SAT-8-1,SAT-35-12,39,2,109.67776050729321
29,SAT-40-7,SAT-64-8,26,0,39.85288440688038
30,SAT-26-13,SAT-20-19,13,2,47.72472223778897
31,SAT-40-7,SAT-45-13,12,0,46.33700850275321
32,SAT-64-8,SAT-68-15,18,3,90.91414123322328
33,SAT-70-21,SAT-58-19,15,0,32.45148784238505
34,SAT-37-11,SAT-50-2,23,2,79.8903530085991
35,SAT-8-18,SAT-17-14,14,2,40.65271822805224
36,SAT-43-10,SAT-56-13,17,0,43.233765331982
37,SAT-49-13,SAT-32-10,21,0,50.47516392219551
38,SAT-29-6,SAT-48-9,23,1,46.08056592121127
39,SAT-70-12,SAT-65-18,12,2,46.340899303213945
40,SAT-62-1,SAT-32-10,40,2,100.7757911990116
41,SAT-3-19,SAT-45-2,36,0,81.18088977532722
42,SAT-29-18,SAT-26-1,9,0,36.99984633541189
43,SAT-30-0,SAT-8-10,33,2,96.22802944823503
44,SAT-28-8,SAT-50-2,29,2,74.54769392479841
45,SAT-0-6,SAT-23-11,29,1,64.80321056025173
46,SAT-62-1,SAT-3-13,24,2,86.42273712049452
47,SAT-34-5,SAT-45-18,21,2,76.66268883007305
48,SAT-42-14,SAT-45-12,6,0,17.923275754597718
49,SAT-37-19,SAT-48-9,22,2,83.22909546800183
50,SAT-35-12,SAT-30-11,7,0,16.351553879596043
51,SAT-46-20,SAT-69-15,31,2,82.67165323205973
52,SAT-50-12,SAT-59-1,21,2,84.74796384370691
53,SAT-10-14,SAT-65-6,32,3,119.06081097585654
54,SAT-45-12,SAT-29-18,23,2,61.65175685243562
55,SAT-17-10,SAT-6-9,13,0,26.619950341364422
56,SAT-69-15,SAT-42-1,36,2,90.10484231614718
57,SAT-15-6,SAT-69-10,23,1,51.31468602685885
58,SAT-42-14,SAT-33-5,23,2,99.49853056306235
59,SAT-37-6,SAT-23-17,28,2,104.84588810708024
60,SAT-12-16,SAT-68-15,20,2,45.20645561833534
61,SAT-44-12,SAT-21-9,27,0,61.64536706237322
62,SAT-8-6,SAT-70-12,17,1,53.32241471098138
63,SAT-0-6,SAT-58-19,24,2,81.41649098284445
64,SAT-1-5,SAT-49-13,33,2,85.94879282360824
65,SAT-35-2,SAT-17-14,29,2,94.12378496632908
66,SAT-33-19,SAT-45-2,18,0,52.22369701179743
67,SAT-26-1,SAT-46-20,24,0,56.18803231794833
68,SAT-3-19,SAT-47-5,41,2,117.80596243468017
69,SAT-46-8,SAT-13-1,41,2,98.54470533250608
70,SAT-15-15,SAT-26-1,20,2,67.86488491594233
71,SAT-44-8,SAT-39-8,6,0,8.084199708829408
72,SAT-45-9,SAT-48-18,13,2,63.27955932659369
73,SAT-7-21,SAT-46-8,43,2,105.09855517888802
74,SAT-58-19,SAT-34-17,33,3,90.75019069849688
75,SAT-37-11,SAT-49-13,15,0,34.788061480759175
76,SAT-70-12,SAT-3-15,15,3,66.04828110034562
77,SAT-16-7,SAT-13-1,10,2,44.17318662294513
78,SAT-23-11,SAT-33-5,21,2,81.57988903052242
79,SAT-26-16,SAT-9-15,21,2,46.75611842087561
80,SAT-45-12,SAT-18-5,39,2,115.17960674276104
81,SAT-18-1,SAT-46-20,32,0,70.84177495628953
82,SAT-6-16,SAT-61-10,24,2,66.44048698809968
83,SAT-13-1,SAT-47-8,42,2,93.4131857688972
84,SAT-8-13,SAT-15-6,21,3,96.49824688859191
85,SAT-27-5,SAT-20-8,11,2,29.304657727289417
86,SAT-53-5,SAT-48-18,15,2,67.046834297417
87,SAT-63-8,SAT-67-1,12,2,52.32418611034631
88,SAT-30-2,SAT-8-10,31,2,83.25045244592809
89,SAT-63-0,SAT-39-9,34,2,92.60951356953848
90,SAT-4-11,SAT-69-10,9,0,20.34080690401746
91,SAT-54-17,SAT-0-6,32,2,110.51137490526214
92,SAT-21-9,SAT-8-21,24,2,86.32055981094108
93,SAT-12-16,SAT-16-0,11,2,44.98690396361656
94,SAT-28-21,SAT-39-21,12,0,21.64548613242416
95,SAT-12-16,SAT-41-12,34,2,71.95897668839874
96,SAT-8-6,SAT-26-1,24,2,61.417599665610354
97,SAT-5-19,SAT-15-6,22,2,86.2095306114934
98,SAT-39-9,SAT-22-12,21,0,50.78524771228114
99,SAT-5-2,SAT-62-21,19,0,46.72484552622562
100,SAT-15-8,SAT-43-19,40,2,111.39397260187918
101,SAT-8-6,SAT-64-7,18,1,28.945549257733454
102,SAT-34-9,SAT-31-11,6,0,18.620646801428975
103,SAT-4-11,SAT-9-4,15,2,67.03372421583761
104,SAT-34-17,SAT-67-17,40,3,91.77646535909535
105,SAT-27-5,SAT-32-10,11,2,39.829473147607686
106,SAT-44-12,SAT-0-6,41,3,123.21436164614197
107,SAT-69-15,SAT-0-19,8,2,30.464090526493425
108,SAT-48-12,SAT-5-2,40,2,111.6678870128178
109,SAT-15-8,SAT-18-21,13,2,63.85667566897037
110,SAT-53-7,SAT-34-9,22,0,39.738142541103
111,SAT-44-8,SAT-26-1,26,2,74.50320338574424
112,SAT-5-19,SAT-44-8,45,2,118.43972910949155
113,SAT-33-7,SAT-48-13,22,0,60.40264714224251
114,SAT-48-18,SAT-39-9,19,2,73.36683820148384
115,SAT-0-6,SAT-39-21,41,2,98.2563095789875
116,SAT-28-12,SAT-30-11,4,0,10.46974661015345
117,SAT-7-3,SAT-54-17,40,3,131.5444377139486
118,SAT-23-11,SAT-47-8,28,0,58.69057419504013
119,SAT-51-1,SAT-1-6,30,2,76.61321833358936
120,SAT-26-1,SAT-26-13,11,0,65.66406637929461
