S1_id,S1_lat,S1_lon,S1_alt,S2_id,S2_lat,S2_lon,S2_alt,link direction,gap of angle (rad),time,distance
SAT-35-17,-48.54023928317982,116.46664227723541,550,SAT-36-17,-48.54023928317982,121.4666422772353,550,right,0.00015007420418097986,192200,399.75875587280103
SAT-41-6,48.540239283168056,326.46664227727416,550,SAT-40-6,48.540239283168056,321.46664227727416,550,left,0.00015007420270141442,192200,399.7587558728946
SAT-41-6,48.540239283168056,326.46664227727416,550,SAT-42-6,48.540239283168056,331.46664227727416,550,right,0.00015007420418097986,192200,399.7587558728939
SAT-43-5,52.82824635026158,311.38979768033096,550,SAT-42-5,52.82824635026158,306.38979768033096,550,left,0.00018020124277504316,192200,364.8074493381008
SAT-43-5,52.82824635026158,311.38979768033096,550,SAT-44-5,52.82824635026158,316.38979768033096,550,right,0.00018020124277504316,192200,364.80744933810234
SAT-48-5,52.82824635026158,336.38979768033096,550,SAT-47-5,52.82824635026158,331.38979768033096,550,left,0.00018020124400724668,192200,364.80744933810075
SAT-48-5,52.82824635026158,336.38979768033096,550,SAT-49-5,52.82824635026158,341.38979768033096,550,right,0.00018020124277504316,192200,364.8074493381011
SAT-48-15,-51.23134180252396,129.7651443925784,550,SAT-47-15,-51.23134180252396,124.76514439257852,550,left,0.00016776898907208557,192200,378.0731186309616
SAT-48-15,-51.23134180252396,129.7651443925784,550,SAT-49-15,-51.23134180252396,134.76514439257852,550,right,0.00016776898907208557,192200,378.07311863096186
SAT-53-17,-48.54023928317982,206.4666422772353,550,SAT-52-17,-48.54023928317982,201.4666422772354,550,left,0.00015007420418097986,192200,399.7587558728008
SAT-53-17,-48.54023928317982,206.4666422772353,550,SAT-54-17,-48.54023928317982,211.4666422772354,550,right,0.00015007420492076258,192200,399.7587558728015
SAT-58-6,48.540239283168056,51.4666422772741,550,SAT-57-6,48.540239283168056,46.466642277274104,550,left,0.00015007420418097986,192200,399.7587558728946
SAT-58-6,48.540239283168056,51.4666422772741,550,SAT-59-6,48.540239283168056,56.4666422772741,550,right,0.00015007420418097986,192200,399.75875587289426
