index,source,destination,hops,fail count,delay
0,SAT-39-16,SAT-58-14,22,0,36.55265373994242
1,SAT-47-16,SAT-7-10,39,0,78.84238166182247
2,SAT-57-2,SAT-22-13,47,0,115.3722843984299
3,SAT-33-13,SAT-16-16,21,0,40.6538140132314
4,SAT-13-18,SAT-38-14,30,0,57.081206109722324
5,SAT-33-13,SAT-30-2,15,2,76.3819870892619
6,SAT-67-8,SAT-46-12,26,0,59.98192910087515
7,SAT-16-16,SAT-67-17,25,2,48.75981841805917
8,SAT-35-4,SAT-38-14,14,0,69.8109510259503
9,SAT-61-19,SAT-47-16,18,0,42.17675494655991
10,SAT-22-13,SAT-35-4,23,0,75.1134303011352
11,SAT-51-2,SAT-27-19,30,0,76.36585716604245
12,SAT-67-8,SAT-44-2,30,0,76.34584461207841
13,SAT-33-13,SAT-14-1,30,0,89.07173104357442
14,SAT-30-2,SAT-16-16,23,0,77.92598375633247
15,SAT-52-13,SAT-25-4,37,0,108.05404197005949
16,SAT-19-4,SAT-27-19,16,0,57.01089356034866
17,SAT-2-19,SAT-39-16,39,0,75.95399835638335
18,SAT-37-14,SAT-50-7,21,0,63.974854961589934
19,SAT-37-12,SAT-49-16,17,0,49.7834436079404
20,SAT-55-4,SAT-25-2,33,0,54.532452004783245
21,SAT-44-12,SAT-39-16,10,0,32.42238064991566
22,SAT-13-2,SAT-55-11,40,2,100.68247223748993
23,SAT-33-13,SAT-61-19,35,0,90.14811434987575
24,SAT-25-4,SAT-67-8,35,2,67.85043904784288
25,SAT-69-17,SAT-13-2,24,1,68.15583164480645
26,SAT-8-9,SAT-34-19,37,0,112.95421227544365
27,SAT-36-8,SAT-22-13,20,0,55.358309124795596
28,SAT-33-16,SAT-49-16,19,1,35.20035057624433
29,SAT-7-10,SAT-66-20,24,2,83.6942418374756
30,SAT-36-8,SAT-37-12,6,0,27.87551609892803
31,SAT-28-12,SAT-38-14,13,0,32.719126542103325
32,SAT-49-16,SAT-22-20,32,2,63.57691227802332
33,SAT-22-13,SAT-12-3,21,0,83.77470164341074
34,SAT-34-19,SAT-55-4,29,0,79.77252695692701
35,SAT-54-8,SAT-33-16,34,2,107.95520945283093
36,SAT-52-7,SAT-51-9,4,0,14.521305170985883
37,SAT-67-8,SAT-25-4,35,1,67.59634181778989
38,SAT-35-18,SAT-15-20,23,0,40.90265117840967
39,SAT-16-16,SAT-49-16,36,1,58.59660006853791
40,SAT-50-7,SAT-2-19,35,1,98.71031014759863
41,SAT-29-21,SAT-25-2,8,0,26.937759122879147
42,SAT-49-6,SAT-23-8,29,1,49.25386053915276
43,SAT-37-12,SAT-33-6,15,2,71.17177367401075
44,SAT-48-17,SAT-44-12,10,1,38.33974048436426
45,SAT-30-2,SAT-35-0,8,0,22.17740824007165
46,SAT-63-6,SAT-48-17,29,2,106.21405414347582
47,SAT-9-6,SAT-49-16,47,2,136.4113310118523
48,SAT-13-10,SAT-70-13,19,0,46.8330048064272
49,SAT-67-15,SAT-15-14,22,0,34.089690899422095
50,SAT-28-3,SAT-33-16,17,1,79.10748642967364
51,SAT-51-9,SAT-51-2,8,0,45.9648464655054
52,SAT-55-4,SAT-63-21,14,0,43.83525464956968
53,SAT-70-13,SAT-12-3,25,1,84.91970393415757
54,SAT-49-16,SAT-14-15,37,1,54.705500525088745
55,SAT-13-18,SAT-19-4,15,0,60.8809395951495
56,SAT-13-10,SAT-42-2,38,1,92.39587798699046
57,SAT-7-10,SAT-52-13,31,0,68.50130116139556
58,SAT-28-0,SAT-65-2,38,0,76.39477044868286
59,SAT-51-14,SAT-33-16,25,2,64.44749930271732
60,SAT-4-17,SAT-25-0,27,1,62.07238044479898
61,SAT-19-4,SAT-65-2,29,0,48.853768237386916
62,SAT-2-19,SAT-13-10,21,1,74.21037145585689
63,SAT-35-4,SAT-35-18,9,0,52.53125310343567
64,SAT-8-19,SAT-44-0,40,0,77.84295600422598
65,SAT-52-13,SAT-21-14,33,0,55.95960739177898
66,SAT-49-16,SAT-62-17,41,14,195.40433908601594
67,SAT-38-5,SAT-28-6,14,2,33.46647838690264
68,SAT-46-12,SAT-45-10,4,0,15.088626705217854
69,SAT-13-10,SAT-44-0,42,1,108.23092976196665
70,SAT-35-4,SAT-44-2,12,0,25.484120498153587
71,SAT-46-2,SAT-22-13,36,2,105.68566969905822
72,SAT-62-17,SAT-47-5,30,2,112.83919085715924
73,SAT-31-2,SAT-32-13,13,0,74.03579858059621
74,SAT-50-7,SAT-52-7,3,0,2.787933056819627
75,SAT-20-19,SAT-44-2,30,0,71.65701670095869
76,SAT-46-9,SAT-51-9,6,0,9.129138848708381
77,SAT-32-17,SAT-20-18,14,1,23.30343645406267
78,SAT-10-11,SAT-19-5,18,1,64.8757558858732
79,SAT-13-2,SAT-13-14,11,0,65.66406637929335
80,SAT-15-14,SAT-67-9,26,0,64.6462063196753
81,SAT-49-6,SAT-67-15,28,1,84.21736878433667
82,SAT-20-19,SAT-39-16,25,1,58.87830638711746
83,SAT-58-14,SAT-45-10,18,0,46.94483908623623
84,SAT-55-4,SAT-46-12,18,2,65.09110762492033
85,SAT-47-5,SAT-28-3,22,1,39.16476393012123
86,SAT-43-21,SAT-4-8,43,0,124.02208600750271
87,SAT-9-0,SAT-62-18,24,0,64.50078783384939
88,SAT-55-17,SAT-0-19,20,1,36.87037640414858
89,SAT-22-13,SAT-33-1,22,0,85.49880528705195
90,SAT-5-17,SAT-68-9,18,2,64.85540284722525
91,SAT-38-5,SAT-32-17,17,1,73.88016620848829
92,SAT-20-19,SAT-56-7,47,2,115.96024360365331
93,SAT-63-0,SAT-42-2,24,0,50.98392095289768
94,SAT-28-6,SAT-62-1,40,1,79.38993222174378
95,SAT-63-6,SAT-7-4,19,1,35.03038777325341
96,SAT-67-18,SAT-32-17,37,0,55.49310821787035
97,SAT-28-3,SAT-43-21,20,0,50.08693194835375
98,SAT-49-2,SAT-67-2,19,0,32.4307507349245
99,SAT-10-7,SAT-27-19,28,1,88.93023928277655
100,SAT-67-17,SAT-14-11,26,1,65.38755135513364
101,SAT-20-18,SAT-44-2,31,0,72.96715375728193
102,SAT-39-20,SAT-40-20,2,0,1.8292778418567333
103,SAT-7-8,SAT-30-18,34,0,102.97103830580006
104,SAT-33-6,SAT-14-15,29,1,85.67289160238171
105,SAT-56-7,SAT-60-19,15,1,71.1324611158247
106,SAT-57-2,SAT-48-17,17,0,62.16714066112338
107,SAT-47-6,SAT-58-14,20,1,67.92562101095125
108,SAT-9-7,SAT-45-10,40,0,70.0807876111132
109,SAT-23-5,SAT-47-5,27,1,45.943181695037325
110,SAT-4-17,SAT-15-20,15,1,35.10230527787725
111,SAT-31-2,SAT-8-19,29,0,74.22114904936532
112,SAT-33-13,SAT-52-13,20,0,34.19100875368034
113,SAT-45-10,SAT-51-4,13,1,47.59654305881641
114,SAT-7-8,SAT-9-7,4,0,9.366967613217096
115,SAT-52-18,SAT-22-3,38,0,87.99706336204939
116,SAT-13-16,SAT-52-15,35,1,51.63132358395995
117,SAT-57-2,SAT-52-13,17,2,79.23584249998007
