index,source,destination,hops,fail count,delay,overhead_signal
0,SAT-35-18,SAT-22-3,21,0,63.9447036532638,0
1,SAT-41-16,SAT-26-14,18,0,31.62216101066165,0
2,SAT-12-9,SAT-71-6,17,0,35.72332128395065,0
3,SAT-58-12,SAT-58-12,1,0,0,0
4,SAT-59-0,SAT-15-16,35,0,73.91188893254167,0
5,SAT-2-5,SAT-0-12,10,3,49.175922898758685,14256
6,SAT-26-14,SAT-15-16,38,2,188.3683312031778,9504
7,SAT-58-12,SAT-15-2,40,1,112.17415727869417,4752
8,SAT-35-18,SAT-59-0,29,1,64.7985437507549,4752
9,SAT-58-12,SAT-12-5,38,0,113.9291752028925,0
10,SAT-12-5,SAT-66-19,27,0,77.39870064688178,0
11,SAT-22-3,SAT-71-6,27,0,48.06450552871798,0
12,SAT-46-10,SAT-51-2,14,1,59.43887742105906,4752
13,SAT-15-16,SAT-48-16,54,0,176.91845325490675,0
14,SAT-15-2,SAT-7-5,14,1,42.69821949049209,4752
15,SAT-69-21,SAT-0-12,13,2,63.90382017727354,9504
16,SAT-46-10,SAT-1-16,40,2,122.19342302515457,9504
17,SAT-67-9,SAT-7-21,23,2,84.8887081229304,9504
18,SAT-41-16,SAT-53-18,17,1,45.55297916060735,4752
19,SAT-71-6,SAT-20-8,24,2,46.88568034141566,9504
20,SAT-0-7,SAT-15-16,69,2,372.03727904902405,9504
21,SAT-20-8,SAT-39-20,30,2,96.08652088173183,9504
22,SAT-40-16,SAT-16-5,36,0,101.8448563659793,0
23,SAT-0-12,SAT-2-5,32,1,192.89365777901466,4752
24,SAT-64-6,SAT-41-17,35,2,109.05765478333268,9504
25,SAT-40-10,SAT-37-17,15,3,77.05753214618362,14256
26,SAT-7-21,SAT-12-5,18,3,86.84197820341961,14256
27,SAT-0-7,SAT-15-2,21,1,56.83668273404845,4752
28,SAT-58-12,SAT-51-8,12,0,37.52876451929186,0
29,SAT-61-14,SAT-65-19,10,3,39.268112028260646,14256
30,SAT-59-0,SAT-51-2,11,0,27.62132148715232,0
31,SAT-41-17,SAT-58-12,23,2,60.02247823141547,9504
32,SAT-64-6,SAT-62-12,9,2,42.618218921996956,9504
33,SAT-12-16,SAT-2-9,18,2,61.95922590184009,9504
34,SAT-68-8,SAT-42-20,37,2,107.24945291376343,9504
35,SAT-0-7,SAT-71-6,9,3,47.56341220732116,14256
36,SAT-40-16,SAT-59-0,26,3,70.00286392221957,14256
37,SAT-45-10,SAT-7-21,46,0,126.58170823893349,0
38,SAT-52-8,SAT-48-16,57,2,347.8474081395875,9504
39,SAT-12-5,SAT-0-12,20,1,65.29395642001664,4752
40,SAT-1-16,SAT-17-12,21,2,51.828720440606375,9504
41,SAT-45-21,SAT-59-0,16,0,34.06326978721802,0
42,SAT-19-19,SAT-71-6,30,0,91.05152710247606,0
43,SAT-12-16,SAT-63-20,26,2,60.10982616169366,9504
44,SAT-48-16,SAT-6-0,37,2,87.74729641325669,9504
45,SAT-33-4,SAT-68-11,43,3,102.40226643324067,14256
46,SAT-35-18,SAT-56-5,95,4,512.8809219200149,19008
47,SAT-17-12,SAT-16-5,35,3,218.28823987791571,14256
48,SAT-22-1,SAT-1-16,33,2,105.76371036839255,9504
49,SAT-2-5,SAT-22-3,23,0,45.069229800782935,0
50,SAT-56-5,SAT-30-15,37,0,107.61159903540474,0
51,SAT-45-10,SAT-19-19,36,2,101.04519239747535,9504
52,SAT-35-18,SAT-7-21,32,1,64.8734858511385,4752
53,SAT-56-5,SAT-53-13,12,3,57.37135302529339,14256
54,SAT-68-11,SAT-41-16,77,2,364.8445245062334,9504
55,SAT-30-15,SAT-18-8,20,1,65.10574951442993,4752
56,SAT-58-12,SAT-58-12,1,0,0,0
57,SAT-41-16,SAT-48-16,88,3,536.4780578128879,14256
58,SAT-17-10,SAT-5-19,22,3,78.46848371156874,14256
59,SAT-55-19,SAT-62-2,13,0,44.13168050559965,0
60,SAT-54-2,SAT-33-4,24,0,46.611060138078166,0
61,SAT-41-16,SAT-24-3,27,3,86.55442400629347,14256
62,SAT-6-0,SAT-33-9,37,3,102.70546180919207,14256
63,SAT-64-6,SAT-67-9,7,2,24.544531254657198,9504
64,SAT-40-16,SAT-2-5,46,0,126.43334888938804,0
65,SAT-15-16,SAT-15-20,5,0,26.265626551717553,0
66,SAT-26-14,SAT-68-5,44,2,133.16315799035624,9504
67,SAT-7-21,SAT-57-11,33,2,100.71730562396075,9504
68,SAT-18-21,SAT-5-19,16,0,34.14044908318821,0
69,SAT-42-20,SAT-21-7,33,2,106.16588470598533,9504
70,SAT-22-3,SAT-22-1,3,0,13.132813275858561,0
71,SAT-55-19,SAT-35-18,44,1,183.36415150769324,4752
72,SAT-68-5,SAT-46-10,28,3,68.40251190849551,14256
73,SAT-68-8,SAT-7-21,21,1,76.6146728057685,4752
74,SAT-12-9,SAT-60-6,28,0,58.50337851616846,0
75,SAT-71-1,SAT-71-20,4,0,19.69921991378863,0
